# The analysis results in this file have been extracted from a superset of the
#
#   Multi-INstrument Burst ARchive (MINBAR) data release 1
#
# comprising analyses of thermonuclear (type-I) X-ray bursts observed by
# the Rossi X-ray Timing Explorer (RXTE), BeppoSAX, and INTEGRAL.
#
# The data has been generated by a query from the web interface at
#
#   http://burst.sci.monash.edu
#
# Some of the data provided here may be PRELIMINARY and NOT SUITABLE FOR 
# PUBLICATION. For the definitive version of the analysis results comprising
# data release 1, download the machine-readable tables available at
#
#   https://doi.org/10.26180/5e4a697d9b8b6
#
# For more information, see the preprint at http://arxiv.org/abs/2003.00685 
# or contact the PI Duncan.Galloway@monash.edu
#
# The last comment line before the data gives the column field names, which
# are also described below:
#   name = Likely burst origin
#   time = Burst start time (MJD UT)
#   instr = Instrument label
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   tau = Ratio of fluence to peak flux, tau
#   taue = Uncertainty on tau
#   rad = Blackbody normalisation at burst peak
#   rade = Uncertainty on blackbody normalisation at burst peak
#   instr = Instrument label
#   bfluen = Bolometric fluence (integrated bolometric flux), E_b
#   bfluene = Uncertainty on bolometric fluence
#   rexp = Photospheric radius-expansion flag
#   rise = Burst rise time
#   risee = Error on burst rise
#   sflag = Data quality/analysis flags
#   bnum = Order of the event within the observation
#   edt = Decay constant for exponential fit to profile
#   edte = Error on decay constant
#   hc = Hard colour
#   obsid = Observation ID
#   id = Entry value for RXTE IDL database (internal use only)
#   nh = Absorption column density for blackbody fit
#   nhe = Uncertainty on absorption column density
#   bpflux = Bolometric peak flux (from blackbody fit)
#   bpfluxe = Uncertainty on bolometric peak flux
#   xref = Burst ID in external catalog (G08 or C17)
#   angle = Angle between the source position and pointing axis
#   s_z = Position on the colour-colour diagram, S_Z
#   pcount = Peak count rate
#   pcounte = 1-sigma error on peak count rate
#   ra = R.A. of origin, where known [decimal hours, J2000]
#   baryshift = Add to time to get the arrival time at SS barycentre
#   dur = Burst duration
#   dure = Uncertainty on burst duration
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   entry_obs = MINBAR observation ID in which this burst falls
#   added = Date burst added [dd-mm-yyy]
#   bc = Bolometric correction adopted for persistent flux
#   bce = Uncertainty on bolometric correction
#   kt = Blackbody temperature kT at burst peak
#   kte = Uncertainty on blackbody temperature kT at burst peak
#   flag = Numeric flag for analysis conditions
#   fluen = Integrated photon flux
#   fluene = Uncertainty on integrated photon flux
#   alpha = Ratio of integrated persistent flux to burst fluence, alpha
#   alphae = Uncertainty on alpha
#   tdel = Time since previous burst from this source
#   mult = Number of MINBAR instruments which detected this event [1,2]
#   pflux = Peak photon flux
#   pfluxe = Uncertainty on peak photon flux
#   name = Likely burst origin
#   vigcorr = Vignetting correction factor
#   trec = Inferred recurrence time
#   perflx = Persistent 3-25 keV flux prior to the burst, F_per
#   perflxe = Uncertainty on persistent flux
#   refs = References for this burst
#   refs = References for this burst
#   time = Burst start time (MJD UT)
#   sc = Soft colour
#   entry = Entry or Record Number
#   dec = Dec of origin, where known [decimal degrees, J2000]
#   gamma = Ratio of persistent flux to peak PRE burst flux, gamma
#
#
# For a complete description of the table fields and units, see
#   https://burst.sci.monash.edu/static/html/columns.html
#
"name"	"time"	"instr"	"type"	"tau"	"taue"	"rad"	"rade"	"instr"	"bfluen"	"bfluene"	"rexp"	"rise"	"risee"	"sflag"	"bnum"	"edt"	"edte"	"hc"	"obsid"	"id"	"nh"	"nhe"	"bpflux"	"bpfluxe"	"xref"	"angle"	"s_z"	"pcount"	"pcounte"	"ra"	"baryshift"	"dur"	"dure"	"type"	"entry_obs"	"added"	"bc"	"bce"	"kt"	"kte"	"flag"	"fluen"	"fluene"	"alpha"	"alphae"	"tdel"	"mult"	"pflux"	"pfluxe"	"name"	"vigcorr"	"trec"	"perflx"	"perflxe"	"refs"	"refs"	"time"	"sc"	"entry"	"dec"	"gamma"
"GX 3+1"	55288.47427	IJ2	1	4.7	1.0	0.0	0.0	IJ2	0.0000	0.0000	1.42	2.00	0.00	-	1	4.3	0.850	0.000	091200040010	0	0.00	0.00	0.00	0.00	1765	58.32	0.000	307.4	39.0	17.7988	0.0	14.3	3.2	1	217992	02-12-2013	0.000	0.000	0.00	0.00	0	23.763	3.698	0.0	0.0	85.7	1	2.77	0.39	"GX 3+1"	0.843	0.0	4.851	1.253	-	-	55288.47427	0.000	8048	-26.563	0.2345	
"GX 3+1"	55288.50277	IJX	1	3.5	1.0	0.0	0.0	IJX	0.0000	0.0000	1.21	0.00	0.00	-	1	4.4	1.485	0.000	091200050010	0	0.00	0.00	0.00	0.00	1766	78.48	0.000	137.2	31.6	17.7988	0.0	10.3	3.9	1	154552	02-12-2013	0.000	0.000	0.00	0.00	0	8.745	1.862	0.0	0.0	0.7	1	1.38	0.22	"GX 3+1"	0.757	0.0	4.002	0.899	-	-	55288.50277	0.000	8049	-26.563	0.1935	
"4U 1705-44"	55290.33401	XPd	1	8.3	0.3	10.7	0.4	XPd	0.1654	0.0022	1.00	7.00	0.08	-	1	5.1	0.020	0.462	95060-01-24-00	6029	1.90	-1.00	20.03	0.69	0	0.10	1.806	1739.8	44.9	17.1485	0.0	23.8	1.1	1	26738	16-12-2010	0.000	0.000	2.01	0.04	0	10.433	0.123	0.0	0.0	145.4	1	1.18	0.02	"4U 1705-44"	0.998	0.0	1.437	0.071	3	3	55290.33401	0.569	3922	-44.102	0.0806	
"GX 3+1"	55293.55712	IJX	1	4.5	0.6	0.0	0.0	IJX	0.0000	0.0000	1.39	3.00	0.00	-	1	3.3	0.140	0.456	091300500010	0	0.00	0.00	0.00	0.00	1767	150.78	0.000	538.5	59.2	17.7988	0.0	12.8	1.1	1	154555	02-12-2013	0.000	0.000	0.00	0.00	0	20.424	1.026	0.0	0.0	121.3	1	2.48	0.30	"GX 3+1"	0.593	0.0	4.423	0.272	-	-	55293.55712	0.386	8050	-26.571	0.2138	
"SLX 1744-300"	55293.72016	IJX	1	6.6	2.6	0.0	0.0	IJX	0.0000	0.0000	1.33	2.00	0.00	-	1	14.7	5.203	0.874	091300570010	0	0.00	0.00	0.00	0.00	1768	30.60	0.000	115.7	28.1	17.7904	0.0	29.8	12.3	1	149093	02-12-2013	0.000	0.000	0.00	0.00	0	11.947	3.938	0.0	0.0	195.7	1	1.02	0.23	"SLX 1744-300"	0.897	0.0	0.624	0.078	-	-	55293.72016	0.823	8051	-30.045	0.1221	
"4U 1636-536"	55294.97742	XPp	1	3.7	0.3	10.3	0.7	XPp	0.0150	0.0009	-1.00	0.00	0.08	a,d	1	7.8	0.337	0.487	95087-01-49-00	6022	0.25	-1.00	4.03	0.26	0	0.50	1.872	338.5	15.0	16.6821	0.0	20.8	1.5	1	26747	16-12-2010	0.000	0.000	1.37	0.04	9	6.181	0.112	0.0	0.0	176.0	1	0.89	0.02	"4U 1636-536"	0.992	0.0	1.501	0.013	-	-	55294.97742	0.430	3923	-53.751	0.0477	
"4U 1728-34"	55299.65059	IJX	1	5.2	1.1	0.0	0.0	IJX	0.0000	0.0000	1.20	2.00	0.00	-	1	4.6	0.997	0.545	091500560010	0	0.00	0.00	0.00	0.00	1769	241.41	1.956	763.3	115.2	17.5324	0.0	12.6	2.5	1	65503	02-12-2013	0.000	0.000	0.00	0.00	0	34.616	5.009	0.0	0.0	350.6	1	3.69	0.58	"4U 1728-34"	0.200	0.0	1.757	0.259	-	-	55299.65059	0.577	8052	-33.830	0.0473	
"GX 3+1"	55299.65773	IJX	1	6.0	1.8	0.0	0.0	IJX	0.0000	0.0000	1.36	3.00	0.00	-	2	63.7	40.827	0.483	091500560010	0	0.00	0.00	0.00	0.00	1770	241.41	0.000	478.9	88.2	17.7984	0.0	12.9	6.6	1	154572	02-12-2013	0.000	0.000	0.00	0.00	0	22.509	4.512	0.0	0.0	146.4	1	2.10	0.44	"GX 3+1"	0.207	0.0	5.065	0.304	-	-	55299.65773	0.401	8053	-26.559	0.2449	
"GX 3+1"	55299.68671	IJX	1	4.4	1.3	0.0	0.0	IJX	0.0000	0.0000	1.22	2.00	0.00	-	1	3.1	0.687	0.000	091500570010	0	0.00	0.00	0.00	0.00	1771	136.92	0.000	289.3	46.5	17.7988	0.0	11.2	2.8	1	154573	02-12-2013	0.000	0.000	0.00	0.00	0	9.976	2.116	0.0	0.0	0.7	1	1.26	0.24	"GX 3+1"	0.573	0.0	4.612	0.903	-	-	55299.68671	0.000	8054	-26.566	0.2230	
"Swift J1749.4-2807"	55299.70228	IJX	1	10.7	2.2	0.0	0.0	IJX	0.0000	0.0000	1.02	5.00	0.00	-	1	11.9	1.597	0.000	091500580010	0	0.00	0.00	0.00	0.00	1772	49.98	0.000	268.4	40.1	17.8255	0.0	36.8	5.0	1	159554	02-12-2013	0.000	0.000	0.00	0.00	0	24.656	3.078	0.0	0.0	0.0	1	1.26	0.20	"Swift J1749.4-2807"	0.837	0.0	0.000	0.000	-	-	55299.70228	0.000	8055	-28.135	0.0000	
"GX 3+1"	55299.71074	IJX	1	4.7	1.2	0.0	0.0	IJX	0.0000	0.0000	1.24	1.00	0.00	-	2	3.7	0.810	0.000	091500580010	0	0.00	0.00	0.00	0.00	1773	46.59	0.000	227.0	36.8	17.7987	0.0	13.4	7.2	1	154574	02-12-2013	0.000	0.000	0.00	0.00	0	9.718	1.691	0.0	0.0	0.6	1	1.15	0.21	"GX 3+1"	0.871	0.0	3.754	0.767	-	-	55299.71074	0.000	8056	-26.566	0.1815	
"4U 1705-44"	55301.10715	IJ2	1	6.6	3.8	0.0	0.0	IJ2	0.0000	0.0000	1.55	6.00	0.00	-	1	3.9	1.893	0.793	091600210010	0	0.00	0.00	0.00	0.00	0	284.70	0.931	238.4	91.8	17.1485	0.0	18.3	9.4	1	215917	02-12-2013	0.000	0.000	0.00	0.00	0	24.896	12.725	0.0	0.0	258.6	1	2.45	0.92	"4U 1705-44"	0.107	0.0	1.868	0.303	-	-	55301.10715	0.666	8057	-44.102	0.1210	
"4U 1702-429"	55301.25587	IJ2	1	2.4	1.3	0.0	0.0	IJ2	0.0000	0.0000	1.43	2.00	0.00	-	1	1.2	0.812	0.000	091600250010	0	0.00	0.00	0.00	0.00	0	338.28	0.000	280.1	172.9	17.1043	0.0	5.8	4.1	1	215804	02-12-2013	0.000	0.000	0.00	0.00	0	27.259	10.607	0.0	0.0	523.3	1	7.12	2.84	"4U 1702-429"	0.027	0.0	0.000	0.000	-	-	55301.25587	0.000	8058	-43.036	0.0000	
"4U 1705-44"	55301.47175	IJ2	1	11.1	4.6	0.0	0.0	IJ2	0.0000	0.0000	1.00	3.00	0.00	-	1	30.3	15.616	0.585	091600310010	0	0.00	0.00	0.00	0.00	0	180.60	1.548	102.5	32.8	17.1485	0.0	52.4	26.0	1	215924	02-12-2013	0.000	0.000	0.00	0.00	0	16.862	3.719	0.0	0.0	8.8	1	0.92	0.33	"4U 1705-44"	0.487	0.0	1.338	0.124	-	-	55301.47175	0.560	8059	-44.102	0.0867	
"4U 1636-536"	55301.66965	IJ2	1	3.5	2.0	0.0	0.0	IJ2	0.0000	0.0000	1.23	1.00	0.00	-	1	14.1	8.332	0.000	091600360010	0	0.00	0.00	0.00	0.00	0	330.24	0.000	430.4	231.1	16.6821	0.0	15.4	13.7	1	215470	02-12-2013	0.000	0.000	0.00	0.00	0	52.549	26.853	0.0	0.0	160.6	1	9.56	3.28	"4U 1636-536"	0.025	0.0	0.000	0.000	-	-	55301.66965	0.000	8060	-53.751	0.0543	
"4U 1705-44"	55301.71763	IJ2	1	4.5	1.9	0.0	0.0	IJ2	0.0000	0.0000	1.33	3.00	0.00	-	1	6.3	2.862	0.620	091600370010	0	0.00	0.00	0.00	0.00	0	216.96	1.457	211.7	51.4	17.1485	0.0	16.2	7.3	1	215928	02-12-2013	0.000	0.000	0.00	0.00	0	15.239	5.237	0.0	0.0	5.9	1	1.98	0.52	"4U 1705-44"	0.286	0.0	2.077	0.166	-	-	55301.71763	0.579	8061	-44.102	0.1345	
"4U 1705-44"	55302.03590	IJ2	1	5.3	2.3	0.0	0.0	IJ2	0.0000	0.0000	1.23	5.00	0.00	-	1	2.1	0.907	0.652	091600460010	0	0.00	0.00	0.00	0.00	0	238.02	1.375	166.0	50.5	17.1485	0.0	11.1	4.5	1	215936	02-12-2013	0.000	0.000	0.00	0.00	0	12.276	3.137	0.0	0.0	7.6	1	1.43	0.51	"4U 1705-44"	0.218	0.0	2.100	0.159	-	-	55302.03590	0.596	8062	-44.102	0.1360	
"4U 1636-536"	55302.23440	IJ2	1	5.1	2.7	0.0	0.0	IJ2	0.0000	0.0000	1.49	3.00	0.00	-	1	3.2	0.928	0.000	091600500010	0	0.00	0.00	0.00	0.00	0	321.36	0.000	708.8	259.3	16.6821	0.0	11.9	4.7	1	215475	02-12-2013	0.000	0.000	0.00	0.00	0	54.345	20.241	0.0	0.0	13.6	1	6.75	2.60	"4U 1636-536"	0.036	0.0	0.000	0.000	-	-	55302.23440	0.000	8063	-53.751	0.0514	
"4U 1702-429"	55302.27715	IJ2	1	2.9	0.9	0.0	0.0	IJ2	0.0000	0.0000	1.20	3.00	0.00	-	1	0.0	0.000	0.595	091600510010	0	0.00	0.00	0.00	0.00	0	249.84	1.695	283.7	66.3	17.1043	0.0	0.0	1.4	1	215817	02-12-2013	0.000	0.000	0.00	0.00	0	14.128	2.102	0.0	0.0	24.5	1	2.76	0.67	"4U 1702-429"	0.204	0.0	2.138	0.224	-	-	55302.27715	0.564	8064	-43.036	0.0547	
"4U 1705-44"	55302.52293	IJ2	1	6.8	3.1	0.0	0.0	IJ2	0.0000	0.0000	1.06	2.00	0.00	-	1	5.2	1.647	0.746	091600580010	0	0.00	0.00	0.00	0.00	0	239.16	1.133	162.5	53.1	17.1485	0.0	17.5	5.5	1	215944	02-12-2013	0.000	0.000	0.00	0.00	0	17.884	5.590	0.0	0.0	11.7	1	1.58	0.53	"4U 1705-44"	0.243	0.0	1.327	0.209	-	-	55302.52293	0.643	8065	-44.102	0.0859	
"GX 3+1"	55305.08581	IJ2	1	3.9	0.9	0.0	0.0	IJ2	0.0000	0.0000	1.37	1.00	0.00	-	1	4.1	1.194	0.311	091700460010	0	0.00	0.00	0.00	0.00	1774	144.06	0.000	208.1	36.4	17.7987	0.0	10.9	3.5	1	218003	02-12-2013	0.000	0.000	0.00	0.00	0	18.167	3.297	0.0	0.0	129.0	1	2.59	0.41	"GX 3+1"	0.626	0.0	5.749	0.821	-	-	55305.08581	0.495	8066	-26.562	0.2780	
"GS 1826-24"	55306.47947	IJ2	1	17.2	8.1	0.0	0.0	IJ2	0.0000	0.0000	1.00	1.00	0.00	-	1	27.5	7.477	0.000	091800040010	0	0.00	0.00	0.00	0.00	0	270.18	0.000	187.8	73.5	18.4912	0.0	67.3	17.2	1	219728	02-12-2013	0.000	0.000	0.00	0.00	0	52.148	15.038	0.0	0.0	17875.5	1	1.90	0.74	"GS 1826-24"	0.122	0.0	0.868	0.227	-	-	55306.47947	0.000	8067	-23.791	0.0655	
"1A 1742-294"	55307.22743	IJ2	1	4.6	2.2	0.0	0.0	IJ2	0.0000	0.0000	1.27	2.00	0.00	-	1	3.3	1.771	0.000	091800250010	0	0.00	0.00	0.00	0.00	0	232.68	0.000	113.0	44.7	17.7674	0.0	11.2	5.2	1	217538	02-12-2013	0.000	0.000	0.00	0.00	0	11.982	3.790	0.0	0.0	1241.4	1	1.60	0.57	"1A 1742-294"	0.208	0.0	2.610	0.584	-	-	55307.22743	0.000	8068	-29.504	0.1713	
"4U 1636-536"	55318.50383	XPc	1	11.2	0.4	13.0	0.5	XPc	0.2377	0.0045	1.00	3.00	0.08	-	1	8.8	0.203	0.449	95087-01-61-00	6023	0.25	-1.00	21.24	0.72	0	0.20	2.029	2022.9	48.5	16.6821	0.0	29.1	1.4	1	26787	16-12-2010	0.000	0.000	1.85	0.04	0	19.055	1.268	0.0	0.0	390.5	1	1.33	0.02	"4U 1636-536"	0.996	0.0	1.697	0.001	3	3	55318.50383	0.413	3924	-53.751	0.0539	
"4U 1705-44"	55330.95370	XP2	1	23.3	1.1	9.4	0.3	XP2	0.3436	0.0113	1.00	6.00	0.08	-	1	19.2	0.391	0.793	95060-01-34-00	6030	1.90	-1.00	14.80	0.45	0	0.30	0.981	1187.2	26.2	17.1485	0.0	69.0	2.8	1	26806	16-12-2010	0.000	0.000	1.99	0.04	0	20.411	0.849	0.0	0.0	682.3	1	0.85	0.03	"4U 1705-44"	0.995	0.0	1.317	0.006	3	3	55330.95370	0.703	3925	-44.102	0.0738	
"Cir X-1"	55331.46831	XP2	1	14.7	4.6	2.4	0.7	XP2	0.0146	0.0019	1.00	12.00	0.08	-	2	9.3	1.660	0.392	95422-01-02-03	5999	0.66	-1.00	1.10	0.32	0	0.40	0.000	101.4	18.2	15.3447	0.0	34.8	5.8	1	26807	16-12-2010	1.275	0.000	2.06	0.29	0	1.696	0.263	0.0	0.0	49843.8	1	0.10	0.02	"Cir X-1"	0.994	0.0	4.406	0.010	18	18	55331.46831	0.735	3927	-57.167	0.0000	
"Cir X-1"	55331.48207	XP2	1	17.8	5.8	7.1	1.5	XP2	0.0338	0.0095	1.00	10.00	0.08	-	1	8.0	1.157	0.392	95422-01-02-03	5998	0.66	-1.00	2.02	0.34	0	0.40	0.000	176.8	19.5	15.3447	0.0	46.0	7.4	1	26807	16-12-2010	1.275	0.000	1.39	0.13	0	2.920	0.214	237.9	66.9	0.3	1	0.14	0.02	"Cir X-1"	0.994	0.3	4.406	0.010	18	18	55331.48207	0.735	3926	-57.167	0.0000	
"Cir X-1"	55332.17111	XP2	1	13.6	3.4	6.3	2.4	XP2	0.0186	0.0019	1.00	14.00	0.08	-	1	15.0	2.149	0.474	95422-01-02-02	5997	0.66	-1.00	1.45	0.33	0	0.30	0.000	126.7	19.6	15.3447	0.0	65.0	8.3	1	26808	16-12-2010	1.197	0.000	1.36	0.20	0	2.464	0.365	0.0	0.0	16.5	1	0.09	0.02	"Cir X-1"	0.996	0.0	5.486	0.008	18	18	55332.17111	0.846	3928	-57.167	0.0000	
"Cir X-1"	55333.55558	XP2	1	19.1	5.8	4.5	0.6	XP2	0.0527	0.0148	1.00	9.00	0.08	-	1	6.3	1.299	0.511	95422-01-02-00	5995	0.66	-1.00	2.85	0.34	0	0.30	0.000	246.2	20.0	15.3447	0.0	30.0	6.6	1	26811	16-12-2010	1.204	0.000	1.91	0.12	0	3.124	0.690	0.0	0.0	33.2	1	0.20	0.02	"Cir X-1"	0.995	0.0	4.948	0.008	18	18	55333.55558	0.806	3929	-57.167	0.0000	
"Cir X-1"	55333.56960	XP2	1	11.3	2.1	6.4	1.2	XP2	0.0228	0.0019	1.00	13.00	0.08	-	2	10.0	0.899	0.511	95422-01-02-00	5996	0.66	-1.00	2.09	0.35	0	0.40	0.000	191.5	20.3	15.3447	0.0	40.2	3.7	1	26811	16-12-2010	1.204	0.000	1.48	0.13	0	2.543	0.166	370.8	30.4	0.3	1	0.16	0.02	"Cir X-1"	0.993	0.3	4.948	0.008	18	18	55333.56960	0.806	3930	-57.167	0.0000	
"4U 1705-44"	55334.87744	XPd	1	20.2	0.9	9.8	0.4	XPd	0.3900	0.0082	1.00	3.00	0.08	-	1	20.9	0.480	0.808	95060-01-35-00	6031	1.90	-1.00	19.37	0.75	0	0.30	0.969	1666.5	43.9	17.1485	0.0	65.1	1.6	1	26814	16-12-2010	0.000	0.000	2.08	0.05	0	24.288	0.517	0.0	0.0	94.2	1	1.12	0.02	"4U 1705-44"	0.995	0.0	1.962	0.054	3	3	55334.87744	0.722	3931	-44.102	0.1100	
"Cir X-1"	55336.09301	XP2	1	16.1	2.1	6.1	0.5	XP2	0.0754	0.0079	1.00	10.00	0.08	-	1	11.5	0.733	0.523	95422-01-02-04	6000	0.66	-1.00	4.76	0.36	0	0.30	0.000	400.0	20.7	15.3447	0.0	45.4	2.9	1	26817	16-12-2010	1.216	0.000	1.86	0.07	0	5.329	0.294	0.0	0.0	60.6	1	0.32	0.02	"Cir X-1"	0.996	0.0	3.934	0.006	18	18	55336.09301	0.775	3932	-57.167	0.0000	
"Cir X-1"	55336.11234	XP2	1	18.1	2.4	4.8	0.5	XP2	0.0729	0.0072	1.00	4.00	0.08	-	2	12.9	0.859	0.523	95422-01-02-04	6001	0.66	-1.00	4.10	0.36	0	0.40	0.000	343.1	20.5	15.3447	0.0	54.5	4.8	1	26817	16-12-2010	1.216	0.000	2.02	0.10	0	7.044	0.630	127.2	12.2	0.5	1	0.27	0.02	"Cir X-1"	0.994	0.5	3.934	0.006	18	18	55336.11234	0.775	3933	-57.167	0.0000	
"Cir X-1"	55336.13361	XP2	1	18.5	2.5	5.3	0.5	XP2	0.0885	0.0099	1.00	9.00	0.08	-	3	11.9	0.747	0.523	95422-01-02-04	6002	0.66	-1.00	4.86	0.36	0	0.30	0.000	405.3	21.5	15.3447	0.0	42.5	3.0	1	26817	16-12-2010	1.216	0.000	2.01	0.09	0	6.384	0.473	116.8	13.3	0.5	1	0.31	0.02	"Cir X-1"	0.995	0.5	3.934	0.006	18	18	55336.13361	0.775	3934	-57.167	0.0000	
"4U 1636-536"	55336.19962	XPj	1	25.6	1.8	10.7	0.5	XPj	0.6488	0.0390	1.00	9.00	0.00	-	1	27.4	0.424	0.757	93082-06-04-00	6463	0.25	-1.00	25.52	0.99	0	0.30	1.107	2225.4	57.7	16.6821	0.0	89.1	1.7	1	225335	25-05-2014	0.000	0.000	2.14	0.05	0	42.721	0.734	0.0	0.0	424.7	1	1.49	0.02	"4U 1636-536"	0.995	0.0	1.495	0.044	3	3	55336.19962	0.551	8076	-53.751	0.0475	
"4U 1636-536"	55336.30727	XPj	1	24.3	1.8	10.7	0.3	XPj	0.5356	0.0356	1.00	7.00	0.00	-	2	26.5	0.369	0.757	93082-06-04-00	6464	0.25	-1.00	22.23	0.68	0	0.40	1.107	1945.9	38.6	16.6821	0.0	86.2	1.8	1	225335	25-05-2014	0.000	0.000	2.06	0.03	0	35.357	0.647	0.0	0.0	2.6	1	1.30	0.02	"4U 1636-536"	0.994	0.0	1.495	0.044	3	3	55336.30727	0.551	8077	-53.751	0.0475	
"4U 1636-536"	55336.31638	XPj	1	23.8	2.5	6.9	0.8	XPj	0.0315	0.0020	1.00	15.00	0.00	-	3	16.3	1.126	0.757	93082-06-04-00	6465	0.25	-1.00	1.34	0.11	0	0.40	1.107	128.4	7.2	16.6821	0.0	95.6	6.8	1	225335	25-05-2014	1.400	0.000	1.27	0.06	0	2.782	0.159	52.5	4.1	0.2	1	0.10	0.01	"4U 1636-536"	0.993	0.2	1.495	0.044	-	-	55336.31638	0.551	8078	-53.751	0.0475	
"4U 1636-536"	55337.09310	XPp	1	23.3	1.3	9.9	0.4	XPp	0.5218	0.0216	1.00	6.00	0.00	-	1	23.0	0.363	0.774	93082-06-05-00	6466	0.25	-1.00	22.56	0.85	0	0.40	1.054	1811.0	45.4	16.6821	0.0	75.0	1.9	1	225336	25-05-2014	0.000	0.000	2.15	0.05	0	31.436	0.747	0.0	0.0	18.6	1	1.23	0.02	"4U 1636-536"	0.994	0.0	1.567	0.029	3	3	55337.09310	0.555	8079	-53.751	0.0498	
"4U 1705-44"	55338.61210	XPp	1	21.4	1.0	9.5	0.4	XPp	0.2300	0.0058	1.00	7.00	0.08	-	1	16.6	0.361	0.763	95060-01-36-00	6032	1.90	-1.00	10.76	0.41	0	0.30	1.066	856.8	23.1	17.1485	0.0	66.7	3.4	1	26824	16-12-2010	0.000	0.000	1.82	0.04	0	14.021	0.640	0.0	0.0	89.6	1	0.60	0.02	"4U 1705-44"	0.995	0.0	1.845	0.004	3	3	55338.61210	0.654	3935	-44.102	0.1034	
"Cir X-1"	55341.06460	XPp	1	25.4	5.6	4.6	0.3	XPp	0.1001	0.0212	1.00	9.00	0.08	-	1	12.2	0.755	0.587	95422-01-03-02	6062	0.66	-1.00	4.00	0.26	0	0.30	0.000	328.0	14.2	15.3447	0.0	44.2	2.6	1	26829	16-12-2010	1.122	0.002	2.06	0.07	0	5.239	0.310	0.0	0.0	118.3	1	0.24	0.01	"Cir X-1"	0.995	0.0	4.203	0.087	18	18	55341.06460	1.021	3936	-57.167	0.0000	
"4U 1636-536"	55342.19197	XP2	1	27.5	2.0	11.2	0.5	XP2	0.4625	0.0268	1.00	7.00	0.08	-	1	28.8	0.640	0.765	95087-01-73-00	6071	0.25	-1.00	16.97	0.67	0	0.40	1.073	1480.2	42.6	16.6821	0.0	91.3	2.7	1	26832	16-12-2010	0.000	0.000	1.88	0.05	0	29.302	1.083	0.0	0.0	122.4	1	1.01	0.03	"4U 1636-536"	0.994	0.0	2.345	0.009	3	3	55342.19197	0.548	3937	-53.751	0.0745	
"Cir X-1"	55343.35339	XPp	1	25.7	2.0	5.3	0.3	XPp	0.1220	0.0075	1.00	9.00	0.08	-	1	17.4	0.548	0.479	95422-01-03-03	6063	0.66	-1.00	4.78	0.21	0	0.30	0.000	390.2	12.1	15.3447	0.0	78.8	1.0	1	26834	16-12-2010	1.172	0.004	1.99	0.05	0	8.828	0.041	0.0	0.0	54.9	1	0.28	0.01	"Cir X-1"	0.995	0.0	1.476	0.006	18	18	55343.35339	0.906	3938	-57.167	0.0000	
"Cir X-1"	55343.75673	XPi	1	21.2	1.1	5.5	0.2	XPi	0.1201	0.0041	1.00	3.00	0.08	-	1	15.4	0.456	0.489	95422-01-03-04	6064	0.66	-1.00	5.70	0.22	0	0.40	0.000	470.0	12.9	15.3447	0.0	64.4	2.8	1	26835	16-12-2010	1.154	0.005	2.04	0.04	0	8.660	0.368	0.0	0.0	9.7	1	0.34	0.01	"Cir X-1"	0.994	0.0	1.427	0.001	18	18	55343.75673	0.951	3939	-57.167	0.0000	
"Cir X-1"	55344.20388	XPd	1	21.3	0.9	5.6	0.2	XPd	0.1203	0.0031	1.00	4.00	0.08	-	1	16.1	0.400	0.478	95422-01-04-00	6065	0.66	-1.00	5.66	0.20	0	0.30	0.000	513.3	13.4	15.3447	0.0	67.8	2.9	1	26836	16-12-2010	0.000	0.000	2.03	0.04	0	10.159	0.431	0.0	0.0	10.7	1	0.37	0.01	"Cir X-1"	0.995	0.0	1.324	0.083	18	18	55344.20388	0.734	3940	-57.167	0.0000	
"4U 1636-536"	55356.99008	XPp	1	7.2	0.2	19.0	0.7	XPp	0.4934	0.0043	2.00	2.00	0.00	-	1	5.0	0.060	0.431	93082-06-06-00	6467	0.25	-1.00	68.93	2.03	0	0.30	2.512	5676.0	116.0	16.6821	0.0	21.6	1.0	1	225337	25-05-2014	1.401	0.008	2.05	0.04	0	29.106	0.287	0.0	0.0	355.2	1	3.47	0.04	"4U 1636-536"	0.995	0.0	4.413	0.029	-	-	55356.99008	0.554	8080	-53.751	0.1306	
"4U 1705-44"	55366.71467	XP2	1	6.1	0.3	11.1	0.5	XP2	0.0697	0.0024	1.00	3.00	0.08	-	1	2.6	0.113	0.406	95060-01-43-00	6076	1.90	-1.00	11.53	0.40	0	0.30	2.013	939.1	24.1	17.1485	0.0	11.9	1.2	1	26903	16-12-2010	0.000	0.000	1.71	0.03	0	3.885	0.136	0.0	0.0	674.5	1	0.66	0.02	"4U 1705-44"	0.995	0.0	1.317	0.005	3	3	55366.71467	0.554	3941	-44.102	0.0738	
"4U 1636-536"	55370.69262	XP2	1	9.6	0.4	40.7	9.7	XP2	0.0000	0.0000	0.00	6.00	0.00	g	1	9.1	0.230	0.452	95087-01-87-00	6072	0.25	-1.00	7.25	1.37	0	0.30	2.000	606.6	0.0	16.6821	0.0	31.0	1.3	1	26909	16-12-2010	0.000	0.000	0.80	0.06	64	9.231	0.265	0.0	0.0	328.9	1	0.96	0.03	"4U 1636-536"	0.995	0.0	1.783	0.006	-	-	55370.69262	0.399	3942	-53.751	0.0566	
